User,Content,Date
@Mama_Liberal,"When you spend $44 billion of Saudi Arabia and others' money...Elon Apartheid Clyde Musk's Twitter is fucked up, @SpaceX rocket explodes and his fanboys are still kissing his ass. 🤣🤡","Apr 20, 2023 · 5:04 PM UTC"
@VThompsNor,"Elon Musk was never cool! I told my hubby some years ago, that #ApartheidClyde was a racist jerk! His own children have called him out and want nothing to do with his p*nk ass!","Apr 20, 2023 · 5:03 PM UTC"
@Mark_3000,"Elon, did that shit not explode?","Apr 20, 2023 · 5:02 PM UTC"
@burtstengl,Mainly based on the fact that they aren't publishing any numbers. If they were anywhere near breaking even elon musks ego alone would IPO the shit out of Spacex tomorrow.,"Apr 20, 2023 · 4:59 PM UTC"
@JustOmxga,"> SpaceX
> figuring their shit out
> Elon Musk
yeah see those 3 things aren’t in integrated with that emerald mine bastard he made the ship pointy after the fucking bit from the dictator movie 💀💀💀","Apr 20, 2023 · 4:59 PM UTC"
@CongBaseballFan,"Nobody asked you, now get back to your Elon jack off session","Apr 20, 2023 · 4:56 PM UTC"
@banditelli,"Which again, is a messaging problem, and not one of the SpaceX employees. This is where NASA does it right and Elon musk doesn't fucking care.","Apr 20, 2023 · 4:56 PM UTC"
@ChrisBCary,"Elon Musk sucks. 

Sure, SpaceX would've liked Starship to make it to orbit. But today was a huge step forward for Starship -- and unquestionably a success for SpaceX -- even with its explosion several minutes into flight.","Apr 20, 2023 · 4:54 PM UTC"
@EFTXMama,"Pavs, this you? The fact that this thing was up for longer than 1 minute is wildly successful. Elon gets on my last fucking nerve, but the SpaceX engineers are God damn legit. (And I'm about to pay Texas A&M a buttload of money to make my kid into one)","Apr 20, 2023 · 4:52 PM UTC"
@Pineapple_Tori,"spacex doesn't use the same chemistry that rockets used in the 70s

I think elon is a fucnut don't get me wrong, but I like rockets and these don't seem to be bad rockets overall.","Apr 20, 2023 · 4:48 PM UTC"
@persleyelvis2,Elon musk is unique,"Apr 20, 2023 · 4:46 PM UTC"
@gworecat,"its pretty hard, unlike with twitter i think elon is actually doing great with the spacex shit at least from what I knew before I stopped paying attention when he acquired twitter. things all went downhill then lol","Apr 20, 2023 · 4:45 PM UTC"
@Ghost_Plans,Yeah it was. Elon was cool before he bought Twitter and started dropping all his dogshit takes on politics and woke culture too.,"Apr 20, 2023 · 4:42 PM UTC"
@Darkarm66,"SpaceX launched exploding rockets, so of course Elon would fuck up on getting rid of the checkmarks","Apr 20, 2023 · 4:42 PM UTC"
@illcommunicato,"You’re a sad, pathetic human being then. Ukraine needs our help. Elon doesn’t need shit, he came from a rich family. And sadly, that’s his only accomplishment, if you can call that an accomplishment.","Apr 20, 2023 · 4:40 PM UTC"
@TimTebowingg,"As much as I am for shitting on Elon, you do know SpaceX has successfully put up 4,800 Starlink satellites, and created the first reusable rocket for ISS supply, right?","Apr 20, 2023 · 4:39 PM UTC"
@fosstera_synth,"The 200+ successful Falcon 9 missions beg to differ. Come on. This is an early prototype. Launch, fail, study the failure, launch again. That's SpaceX's thing, it lead to Falcon 9 being so darn reliable its unusual when it DOESNT launch on time. 

fuck elon btw, just dont lie :/","Apr 20, 2023 · 4:38 PM UTC"
@TheLeKone,Elon is literally playing with big fucking rockets,"Apr 20, 2023 · 4:38 PM UTC"
@jnthndrn64,"We got to the moon in the 60s. Yet ""smartest man in the world"" Elon Musk can't get a shitty rocket off the ground in 2023.
Then again his self-driving cars blow up too.","Apr 20, 2023 · 4:37 PM UTC"
@illcommunicato,"Elon only bankrolls that shit, he had nothing to do with building it. He’s not a genius, he’s a rich brat that inherited a ton of money.","Apr 20, 2023 · 4:33 PM UTC"
@RavePigeon,Why do you think you’re entitled to Elon Musk’s earning? He is a private citizen of the US and SpaceX is a private US-based company.,"Apr 20, 2023 · 4:32 PM UTC"
@AerethoS,@IOHK_Charles loved the video about starship. I said the same thing it’s bullshit how the media wants to sit here and say oh the rocket blew up the mission was a success Elon Musk and the entire team @SpaceX did a great job and I can’t wait to step foot on Mars and beyond.,"Apr 20, 2023 · 4:31 PM UTC"
@Jerkstore_2000,slurping that Elon cock like a fake ass chump,"Apr 20, 2023 · 4:29 PM UTC"
@SampedroJack,"Que o avanço tecnológico da SpaceX para a área aeroespacial é um marco histórico, isso é inegável.
Mas graças as mentes brilhantes que trabalham dentro da empresa. O Elon Musk só assina o contra-cheque. 
Ele é só um herdeiro ambicioso, mas que se nascesse na merda, seria um nada.","Apr 20, 2023 · 4:29 PM UTC"
@ATrueJoker,"Oh FFS Elon your rocket blew up.
Maybe asking your engineers to ""work hardcore"" wasn't the best idea?","Apr 20, 2023 · 4:28 PM UTC"
@badtimewfriends,"spaceX engineer: please sir. this is too much child pornography. the rocket will explode with this much weight

elon: I need a big supply already there for when I get to Mars. load it","Apr 20, 2023 · 4:22 PM UTC"
@Ghost_Plans,"Nina isn't in Ukraine and most of Elon fanboys are now anti woke entrepreneur wannabe conservatives who bitch about supporting Ukraine anyway and Elon decided to limit starlink service to Ukraine because ""escalation"" (capital concerns).","Apr 20, 2023 · 4:19 PM UTC"
@Shermanszippo,It seems like a lot of people shitting on SpaceX as a dig on Elon don’t understand that spaceX has a different development philosophy than NASA.,"Apr 20, 2023 · 4:18 PM UTC"
@el_lapiz_loco,SpaceX is wildly successful. Elon sucks but SpaceX is a W,"Apr 20, 2023 · 4:15 PM UTC"
@JakeKavanaugh9,"Now imagine ultimately, the human race ends at some point (near or far) if you don’t complete your handstand for 1 minute. And elon musk is shitting on you online once you get your first couple seconds of balance. What a loser he’d be","Apr 20, 2023 · 4:14 PM UTC"
@The_Zack_Barnes,SpaceX was going to declare the launch a success regardless of how FUBAR shit got.  It's the Elon way.,"Apr 20, 2023 · 4:14 PM UTC"
@ConWebWatch,How much is Elon paying to be SpaceX's PR guy?,"Apr 20, 2023 · 4:11 PM UTC"
@spaceyotenip,"I fuckin hate Elon but the Falcon 9 is absolutely a cleaner and safer rocket. The booster lands somewhere autonomously to be reused and burns kerosene instead of toxic hypergolic propellants like the Chinese rockets do.

SpaceX isn't just ""elon's company"".","Apr 20, 2023 · 4:08 PM UTC"
@Toamastar,"And for the record I don't believe anything Elon says, even when it comes to SpaceX. I think a city on Mars is a fever dream when we haven't even step foot on there yet. I will reiterate fuck Elon, I'm here for the science and rockets only.","Apr 20, 2023 · 4:07 PM UTC"
@lisa_liberal,"Any day that Elon loses money, or makes an ass of himself. Makes a good day, great. 

He’s failing at twitter.
His Tesla’s keep catching fire, or auto driving into people. 
And, now #SpaceX blew up on live tv. 

P.S. It wasn’t Rapid Unscheduled Disassembly. 
That shit exploded.","Apr 20, 2023 · 4:05 PM UTC"
@FreeMarktProg,Anyone celebrating the SpaceX explosion because Elon Musk sucks is a petulant child,"Apr 20, 2023 · 4:03 PM UTC"
@larsmcmurtry,"To make up for massive losses at $TSLA and SpaceX, Elon is now offering losers and suckers multiple blue Twitter check marks. You can have 20 in your profile if you shell out the cash!","Apr 20, 2023 · 4:01 PM UTC"
@Thallis_Machado,"SpaceX é o nome da empresa e não dá ""nave"", jornalismo de vocês tá em dia hein? Pqp
E olha quem eu desprezo o Elon musk, mas 2 minutos de pesquisa já bastava","Apr 20, 2023 · 3:55 PM UTC"
@Thanos_Panda,"Listen I literally fucking despise Elon, But this is how SpaceX operates. They fail, They learn, and They try again. This is evidenced by the Falcon 9. Which is now a highly reliable Medium lift rocket. Starship will work with time.","Apr 20, 2023 · 3:49 PM UTC"
@hmuy0608,Honestly elon ain't even doing much shit over at spacex anymore,"Apr 20, 2023 · 3:49 PM UTC"
@MacAttack19599,"Elon Douchebag Musk is butt scooting like a dog right now with SpaceX.

#ElonSuX 
#BlockElon 
#Douchebag","Apr 20, 2023 · 3:48 PM UTC"
@tnt33333,"Elon Musk and SpaceX , I feel you! Still, you taking this as success is a good sign indicating we as a human species are meant to evolve, and only evolve until we completely evolve. #StarshipLaunch #ElonMusk #SpaceShip #","Apr 20, 2023 · 3:47 PM UTC"
@2CrazyChicks2,"I feel bad for the SpaceX team losing their rocket and all their hard work. Not Elon, though. I don't give a shit about his feelings.","Apr 20, 2023 · 3:46 PM UTC"
@sabeatricex,Elon today half of the earth’s population had an orgasm.Thanks spacex,"Apr 20, 2023 · 3:46 PM UTC"
@Scrapped__,Talking shit about Elon is one thing but SpaceX is putting all other launch providers to shame.  Try again.,"Apr 20, 2023 · 3:46 PM UTC"
@heretobeattrump,"Is that why Elon looked so thrilled sitting at the console?
Horse shit.
He was not cheering, or even smiling.
It’s a failure, not a success.","Apr 20, 2023 · 3:44 PM UTC"
@marilyn_yadira,"No we definitely understand how it works. Elon sucks, and so his SpaceX where he has been firing people just because they talked bad about Elon. He lacks good engineers, lacks good planning, strategy, etc all because Elon is cheap and only spends money on his ego.","Apr 20, 2023 · 3:44 PM UTC"
@CogitoErgoWtf,"Elon Musk's rocket blew up, and it's called a ""Rapid Unscheduled Disassembly"".
Twitter has turned to shit, and maybe it should be called a ""Management-Driven Excrement Transformation"".
#Twitter
#Rocket 
#SpaceX","Apr 20, 2023 · 3:43 PM UTC"
@jav1Gr1s8,Oye Elon yo qe le dije a @David74Sanchez que si el madrid le ganaba al City me iría al cabo y cogería el primer cohete q saliera para arriba pero viendo la mierda de cohete qe a salido no me esperes mejor me voy a alguna isla del Pacífico que no haya internet  me hago un naufrago,"Apr 20, 2023 · 3:40 PM UTC"
@chompmancobra,"From all reports SpaceX has mastered the art of distracting Elon so he doesn't break their shit, Tesla has not but are happy Twitter is around to use up all his time, and Twitter is in hell","Apr 20, 2023 · 3:39 PM UTC"
@MightyMane,"For the record - I think elon says plenty of dumb shit, but that doesn't mean the success of SpaceX or any of the projects he is involved in are failures.","Apr 20, 2023 · 3:39 PM UTC"
@sh15820,"Yes, this is how leadership looks like, far more better than randomly bitching employees and abruptly firing them. Thank you and good job Elon!!","Apr 20, 2023 · 3:39 PM UTC"
@Hamburgerbrad50,Brianna elon is genuinely a despicable person…. But shitting on spacex just isn’t it…. Like falcon9? Starlink? Are massive achievements (on the shoulders of the brilliant engineers at spacex… don’t let your hateboner for elon make you look counterfactual,"Apr 20, 2023 · 3:37 PM UTC"
@WilliWillGarten,"Shit. Elon 💥
#SpaceX","Apr 20, 2023 · 3:37 PM UTC"
@PataPattaa,"Che !!
Dans le cul Elon 😏
#Starship #SpaceX","Apr 20, 2023 · 3:33 PM UTC"
@FKAsocks,your shit got fucked. remember when you used to be able to send rockets into space? before elon?,"Apr 20, 2023 · 3:33 PM UTC"
@Onumajuru02,"Fuck it , Elon this shit ain’t going to no space","Apr 20, 2023 · 3:32 PM UTC"
@abebut,Maybe CEO Elon Msk should get back to work at @SpaceX instead of shit posting fascist pro-Putin cringe on his TruthX formerly known as Twitter,"Apr 20, 2023 · 3:30 PM UTC"
@EoinHarrison1,"Routinely Elon Musk has shown that his DIRECT involvement in his projects just makes things worse. His experts at SpaceX say he has dogshit ideas, he rushes projects and his poor planning has taken out other satellites, Tesla cars are cheap and fall apart, etc.","Apr 20, 2023 · 3:29 PM UTC"
@mpchi99,"Don't really care about Elon, but the revolutionary thing that spacex has done is that it made the entire rocket reusable. Your screenshot is only for the shuttle part which was strapped onto two solid rocket boosters and a fuel tank and these were all destroyed during launch.","Apr 20, 2023 · 3:26 PM UTC"
@ChristiansSays1,Jesus Christ dude. Stop kissing Elon's ass so hard. You're going to develop suction.,"Apr 20, 2023 · 3:24 PM UTC"
@jerubot,"As much as I can't stand Elon, that does suck. I've known engineers at spacex and they're very earnest folks if not the most experienced","Apr 20, 2023 · 3:24 PM UTC"
@lordaj27,"I get sort of annoyed by people celebrating these things. SpaceX engineers are not to blame for Elon being a fuckhead. It’s literal rocket science, prototypes are not expected to immediately function on the first try.","Apr 20, 2023 · 3:22 PM UTC"
@KevinEmory420,Bratty ass liberal thinks he’s all this and that on twitter ass you pay Elon $8 a month 😂😂 you are a looser dude,"Apr 20, 2023 · 3:21 PM UTC"
@carolineroyce,The feed from SpaceX had the live audio of the engineers in the room as the clock counted down. They were screaming like they won the super bowl. Elon Musk sucks but let's forget about him for a minute.,"Apr 20, 2023 · 3:21 PM UTC"
@Krogerslimshady,Because their hate boners for anything Elon Musk touches is overpowering their logical thinking.,"Apr 20, 2023 · 3:18 PM UTC"
@mountainpontif,"To any nay sayers...before Elon, us rural folk had shit for internet and he changed all that. He changed our lives.","Apr 20, 2023 · 3:18 PM UTC"
@MarkBasham,"no offense meant but who the fuck are you?  I see john carmack and elon musk, wtf is going on there?  Is Carmcack working for musk now?","Apr 20, 2023 · 3:18 PM UTC"
@TempestVery,"I don’t like Elon, he legitimately ruined Twitter and he’s just scummy now. Though I do believe science is important and that tests cannot be considered failures if a rocket had simply failed when testing requires failures for the main thing to succeed.","Apr 20, 2023 · 3:16 PM UTC"
@vhcg_,"Ce sabe quantos foguetes a Russia, a China, a India, os EUA explodiram antes de enviarem qualquer coisa pro espaço? Sabe quantos foguetes a SpaceX explodiu até conseguiu pousar um em pé?

O proprio Elon falou que mal esperava que o foguete saisse da base...

Fala merda nao irmao","Apr 20, 2023 · 3:16 PM UTC"
@BonBonDaggles,"As someone previously said in this thread: the blind, seething hatred for Elon, is just as cringe as the dick riders.","Apr 20, 2023 · 3:15 PM UTC"
@TempestVery,"You brought no argument to the table though? All you did was try saying the test failed cause the rocket failed when science shows that failures are usually involved in tests and it’s how said tests become successful. Also, I fucking hate Elon if that’s who you think in bias to.","Apr 20, 2023 · 3:15 PM UTC"
@Scrib3d,"SpaceX is the one place where the surplus value Elon has stolen has been put to good use by remarkable engineers.

The F9 is pretty much a modern miracle, it's amazing that they get that shit to land time and time again then reuse the boosters.","Apr 20, 2023 · 3:14 PM UTC"
@danmc298,Lol. Nothing revolutionary about sticking a new computer into cold-war tech. If Elon actually wanted to innovate he'd be investing in alternate propulsion systems,"Apr 20, 2023 · 3:13 PM UTC"
@Jayjaylevoyageu,"Hi Elon, can you explain to me what climate change means, is it just for the poor little people or the elites don't give a fuck?","Apr 20, 2023 · 3:12 PM UTC"
@GraysonKent777,"Uh…we landed on the moon in the late 1960’s. We’re regressing. Elon Musks rocket exploded today. What am I missing? 

STOP SPENDING MONEY ON BULLSHIT","Apr 20, 2023 · 3:10 PM UTC"
@Nik_Wani_,"Congrats to SpaceX team and Elon on an epic flight test of Starship this morning! That was a big step forward toward humans on Mars. It was amazing to watch and is truly inspiring!

#StarshipLaunch #Starship #starshipcrash #ElonMusk #SpaceX #NASA","Apr 20, 2023 · 3:09 PM UTC"
@Focus_Rue,"Elon could be an asshole, but what he's doing with SpaceX is fucking impressive.","Apr 20, 2023 · 3:08 PM UTC"
@LaunchAlligator,"Look I hate the dude but I respect SpaceX, the Aerospace industry changed the entire course of my life and this reply section is bastardizing the one thing that quite literally is preventing me from offing myself. The only correlation Starship has to Elon is that he owns it.","Apr 20, 2023 · 3:07 PM UTC"
@BolshevikBeau,"Ahahahhahahahhaha cope you sad sacks.

Ahahahhahahahhaha oh Elon you pathetic bastard","Apr 20, 2023 · 3:04 PM UTC"
@K2_Boone,Learned the government needs to pull SpaceX funding since they suck! ELON SUCKS! /s #EndSpaceXFunding #ElonSucks (comedy!),"Apr 20, 2023 · 3:04 PM UTC"
@JoeConchaTV,"People celebrating a SpaceX rocket blowing up because Elon Musk changed Twitter for the better is peak, well... Twitter.","Apr 20, 2023 · 3:04 PM UTC"
@holliemaea,"The same people who were recently sneering at Elon Musk for being an empty figurehead at SpaceX, skating on the reputation of his engineers, are now sneering at him for personally making his rocket blow up.

And they wonder why no one trusts them anymore.","Apr 20, 2023 · 3:03 PM UTC"
@bd7349,"None of that relates to SpaceX though. SpaceX engineers have a proven reputation for making highly reliable rockets that are safe for humans to go on (Falcon 9). Starship is not there yet, but eventually will be. Look past Elon, he isn’t the engineers that work on these things.","Apr 20, 2023 · 3:02 PM UTC"
@Krogerslimshady,"It seems that separation was not achieved due to the rocket tumbling, not because it couldn't happen.

I know you guys are trying to use your Elon hater boner to make SpaceX seem incompetent but I promise you they are so much smarter than you'll ever be.","Apr 20, 2023 · 3:01 PM UTC"
@Mariaca46302634,Help Elon musk o Brasil caminha para o fundo do poço. O mundo sofrerá nas mãos da esquerda. Nos ajude. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,"Apr 20, 2023 · 3:01 PM UTC"
@aCastlestory,"“Rapid unscheduled disassembly” will forever more be how I describe all my fuck ups. 

Thanks, Elon Musk, for finally giving the world something useful!

#SpaceX #launch #elon_musk","Apr 20, 2023 · 3:01 PM UTC"
@Adam35942101,Elon wake up! You shit your pants!,"Apr 20, 2023 · 3:01 PM UTC"
@el_hoatho,elon ain't ever gonna fuck you johnny 10 followers,"Apr 20, 2023 · 2:59 PM UTC"
@LebergerDavid,The SpaceX starship rocket exploded shortly after take off! I’m no fan of Elon Musk but this sucks. For whatever it’s worth the Wright Brothers first flight was not successful either. Don’t give up.,"Apr 20, 2023 · 2:58 PM UTC"
@RDRv3,"Elon sucks. There are tons of immensely talented and visionary people at SpaceX doing stuff most of us would have laughed at 10 years ago. I still remember seeing those two rockets land side by side the first time. Actual goosebumps.

Space shit will never not be cool.","Apr 20, 2023 · 2:58 PM UTC"
@Hamburgerbrad50,How can you look at the falcon launches that have rockets that have launched and landed safely some 10x and be like this isn’t how it done… I get people have a hate boner for elon justifiably so but good people work at spacex,"Apr 20, 2023 · 2:57 PM UTC"
@Bigcatx1992,"Holy shit… DO YOU PEOPLE ACTUALLY BELIEVE THIS SCRAP OF METAL CAN POSSIBLY TRAVEL, LAND AND RETURN TO MARS!?!? Do you guys really believe this bullshit!? 😂😂😂😂 Elon is deep state hahaha. This piece of shit scrap metal will never do what you needs think it will.","Apr 20, 2023 · 2:56 PM UTC"
@danmc298,"Lol. Again, rockets are very old tech. These just have fancier computers on board. If Elon was actually serious about getting to Mars or whatever in his lifetime he'd be investing in alternate propulsion systems. This is just a dick measuring contest to offset his insecurities","Apr 20, 2023 · 2:54 PM UTC"
@paulccultation,"I'm about to have an aneurism reading people  here claim rocketry is easy, and dunking on the SpaceX launch. That was a feat of human ingenuity, engineering and frankly it sucks that Elon's aura taints the works of so many hard working intelligent engineers and scientists","Apr 20, 2023 · 2:54 PM UTC"
@absolutelyenuff,"Sucks to be Elon, huh? 😂","Apr 20, 2023 · 2:47 PM UTC"
@chocosky02,"Cuándo Elon hace una cohete en forma de vagina masculina?? No ves que solo las haces en forma de falo heteromachista patriarcal y ofendes a los ""pregres""","Apr 20, 2023 · 2:47 PM UTC"
@Bcicles,"While he is the CEO and the public face, there are 1000's of employees of SpaceX that are there doing amazing work, and no need to shit on what they are doing just because you don't like Elon.","Apr 20, 2023 · 2:45 PM UTC"
@FormallySomeone,We’re rooting for you Elon. Not all of us because some suck. But we that matter are rooting for you,"Apr 20, 2023 · 2:45 PM UTC"
@SuperGenius132,Elon at the end looks like 'fuck that just cost me 10 billion dollars'.,"Apr 20, 2023 · 2:44 PM UTC"
@BolshevikBeau,Elon is a bitch. SpaceX is a lie. Go key a Tesla. I already did one this morning.,"Apr 20, 2023 · 2:43 PM UTC"
@bruhsam,"Congratulations to SpaceX for a successful test launch of starship.

And Elon musk is still a complete dip shit who should be taxed at 45%.","Apr 20, 2023 · 2:43 PM UTC"
@Toamastar,"Jenny i love you but please look up ""Spacex Falcon 9 Crew dragon capsule"" Im all for shitting on Elon but he already has and its successful. Its easy to shit on people who are obviously wrong, you're one of the best at it but right now you are wrong...","Apr 20, 2023 · 2:37 PM UTC"
@Tems42069,Seeing todays test launch for SpaceX was legendary!! I may not like Elon all that much but god damn I love space sm!!,"Apr 20, 2023 · 2:36 PM UTC"
@PenceOtherFly,"Elon Musk was practicing with Twitter. Now with SpaceX, he has perfected the art of “blowing shit up” very rapidly.","Apr 20, 2023 · 2:34 PM UTC"
@d4rksabre,"I have friends who work for SpaceX so I'm just poking fun. But man, if Elon wasn't associated with that venture I think we'd all be hootin and hollerin over everything that company does. We love ourselves some big ol rockets around here. But he's so fuckin toxic.","Apr 20, 2023 · 2:32 PM UTC"
@steadyriot,SpaceX is the one thing in this entire world that elon owns that actually runs OK and it sucks that he's involved with it.,"Apr 20, 2023 · 2:33 PM UTC"
@BigFire8,Man this mf sucks Elon non stop! 😆 Wtf,"Apr 20, 2023 · 2:33 PM UTC"
@Damiand_ander,I love how Elon criticizes the government but SpaceX is one of the largest government contractors. you are sucking uncle Sam’s tit but slapping him in the face at the same time,"Apr 20, 2023 · 2:32 PM UTC"
@OgLibCon,"You're the best, Elon!  I don't know if you accomplished what you needed on this one, but CONGRATS on you and your team's brilliance. We LOVE YOU!","Apr 20, 2023 · 2:32 PM UTC"
@Rushitaware95,"Seriously , Elon is king bhoj  and you are gangu teli loser","Apr 20, 2023 · 2:32 PM UTC"
@drake_maybe,"Sure, the rocket blew up, but it WAS still a successful first launch. Elon can get fucked, but SpaceX is still doing incredible things despite the man-child who owns it.","Apr 20, 2023 · 2:31 PM UTC"
@paulacweston,"Good morning! 

Every single day, I am grateful that I never -- not once, not for one single second, not ever ever ever -- bought into the bullshit that is Elon Musk.

#SpaceX","Apr 20, 2023 · 2:29 PM UTC"
@J3ffMiller,"Resentment and bitterness are the inevitable price paid by those who achieve great things.

Think Elon is doing rockets wrong?

Fine.

Show me YOUR rocket.","Apr 20, 2023 · 2:29 PM UTC"
@fucking_moron69,"gotta get elon off the mind. spacex has 10,000 employees working on this shit that didn't do anything wrong.

don't give him credit for these accomplishments.","Apr 20, 2023 · 2:28 PM UTC"
@HadleySheley,"Yes, And I’m sure all the astronauts SpaceX plans to send up in Elon’s newest penis compensation rocket found that “rapid unscheduled disassembly” extra exciting.","Apr 20, 2023 · 2:27 PM UTC"
@jdmrc93,Nothing sucks more than being a socialist (myself) that loves SpaceX (and dislikes Elon most of the time).,"Apr 20, 2023 · 2:26 PM UTC"
@HeizenbergYo,Why is a nobody trying to shit on Elon's name?,"Apr 20, 2023 · 2:26 PM UTC"
@SuburbanPimp,Elon never getting to the Moon #SpaceX,"Apr 20, 2023 · 2:23 PM UTC"
@BokRadio,"Elon Musk se ""SpaceX"" gaan ‘n tweede poging aanwend om sy Starship-vuurpylstelsel te lanseer.","Apr 20, 2023 · 2:22 PM UTC"
@laguitardelolo,elon musk f*cking sucks looool #SpaceX,"Apr 20, 2023 · 2:22 PM UTC"
@harveybookr,Elon did some big shit with SpaceX today. He should sell Twitter back to Jack,"Apr 20, 2023 · 2:22 PM UTC"
@Lifes_A_Haskell,"I genuinely want to like SpaceX cause rockets are cool and shit, but the fact that they’re owned by Elon just pisses me off. I guess it’s saved by him being mostly hands off in the business.","Apr 20, 2023 · 2:21 PM UTC"
@Celestialwater3,"My husband has such a boner for Elon Musk and it pisses me off.  The news reported that the new SpaceX rocket foaled and he says ""well how many times has NASA failed?!?!""    Ummm... not the same thing.","Apr 20, 2023 · 2:19 PM UTC"
@YossarianV5,"Calling SpaceX a private company when billions of American taxpayer dollars are spent subsidizing it is disingenuous at best. Having said that I'm glad to see Elon musk's latest venture literally blew up, fascist racist piece of shit.","Apr 20, 2023 · 2:19 PM UTC"
@Halifaxidocious,So Elon is great at just fucking shit up and never following through? #SpaceX #Tesla #Twitter,"Apr 20, 2023 · 2:19 PM UTC"
@_MojoFilter_,What exactly are you doing with your life other then shitposting Elon on the website that he owns?,"Apr 20, 2023 · 2:19 PM UTC"
@ZourrexSlim,Fucking amazing. To Elon and all of spacex don't get your day ruined by some miserable people on here on the internet 🤝,"Apr 20, 2023 · 2:18 PM UTC"
@Toamastar,People do actually on a regular basis. Loads of the recent missions to the ISS were SpaceX rockets. Guys please stop making assumptions about things you don't understand.... By all means keep shitting on Elon but you're wrong about this.,"Apr 20, 2023 · 2:17 PM UTC"
@prater_simon,So Starship was just like Elon's acquisition of Twitter. We all had hope. It cleared the tower and looked hopeful and then devolved in a ball of fire and shit. I hold out hope Elon can fix Starship. Not so confident about Twitter though,"Apr 20, 2023 · 2:17 PM UTC"
@zuchons,"""Everything after clearing the tower was icing on the cake"" as the fucking thing explodes 🤣

In this metaphor, Elon carrying that sink into Twitter HQ was ""clearing the tower."" #SpaceX","Apr 20, 2023 · 2:15 PM UTC"
@PainedPinata,I didn’t read this close enough and thought it was just a joke but holy shit spacex is one of the only good things elon has done and he’s just self destructing at this point,"Apr 20, 2023 · 2:13 PM UTC"
@nonlark,Beating gravity with a 120 metre structure 😭😭 keep fucking going Elon and @SpaceX!,"Apr 20, 2023 · 2:13 PM UTC"
@LiberateSD,"That would be great, but we can also get excited about  a lunch that is 69 days after 4/20 - June 28th, which is also Elon's birthday.  :)","Apr 20, 2023 · 2:13 PM UTC"
@JGoeffier,Elon Musk sucks at everything... except being well born in a family whose wealth comes from a family exploiting diamonds during apartheid hahahah,"Apr 20, 2023 · 2:13 PM UTC"
@coolsilver,"I wish there was an audio track of Elon and Launch team as Starship lifted off..... 

""Is it going?...."" ""HOLY SHIT GO FUCK GO!"" 
""Are we good?..."" @elonmusk @SpaceX","Apr 20, 2023 · 2:12 PM UTC"
@AbhorsPolitics,"NASA is great, SpaceX (coloquially known by the employees as SlaveX) fucking sucks ass and only exists to funnel government funds into Elon Musk's pocket while pretending to actually work on shit.","Apr 20, 2023 · 2:12 PM UTC"
@girthbrooks1463,Oh fucking relax you nerd. You cosplay as Elon and play kerbel space program.,"Apr 20, 2023 · 2:11 PM UTC"
@dumanator,If you don’t Know Elon is an Amazing ….Human/Alien?) You Don’t know Shit..#NPC,"Apr 20, 2023 · 2:09 PM UTC"
@CAIRNS_YuKi,"Elon, always believed in you.","Apr 20, 2023 · 2:09 PM UTC"
@LeeBillings,"BS or not it's a very common tongue-in-cheek phrase in rocketry, not some sort of doublespeak unique to SpaceX/Elon.","Apr 20, 2023 · 2:09 PM UTC"
@AukerDean,Hey Elon.  Maybe you should stop tweeting and go helps out SpaceX?   Just a thought.  You suck at social media,"Apr 20, 2023 · 2:09 PM UTC"
@sfcNFT,"The #SpaceX Starship launch may not have gone as planned, but the spirit of innovation and perseverance lives on! 🚀🌠 

With the divine guidance of St. Isidore of Seville, patron saint of computers and the internet, Elon Musk and his team will surely rise to the occasion! 😇 

#SaintsFiguresClubNFTs are here to add some divine humor to your space journey! 🛸 Buy now on @opensea","Apr 20, 2023 · 2:08 PM UTC"
@C_Sagan123,"That was so amazing, congrats!!
So maybe an Elon birthday launch in 69 days?","Apr 20, 2023 · 2:08 PM UTC"
@AntiGrowthCoa,rapid unscheduled disassembly is the title of Elon Musk's sex tape,"Apr 20, 2023 · 2:06 PM UTC"
@Boomer0888,"I wish Elon would have stuck with doing cool shit with his money

SpaceX is awesome and worthy of praise and applause, but he hired very smart people to do the hard things there. He’s just a face and funding

With Twitter he’s way too actively engaged in the day to day operation","Apr 20, 2023 · 2:05 PM UTC"
@rererayendras,Tbh SpaceX is the only thing Elon Musk is doing that I'm interested in. The others are shit.,"Apr 20, 2023 · 2:04 PM UTC"
@cybrum,"4 things that have experienced a Rapid Unplanned Disassembly;
Tesla share price
Twitter valuation
Elon Musk's Reputation
SpaceX Starship","Apr 20, 2023 · 2:04 PM UTC"
@prospects_1,"the stupid SpaceX thing exploding is such a microcosm of Elon’s personality. 

Sensationalizes everything then when the time comes to perform he absolutely shits the bed.","Apr 20, 2023 · 2:02 PM UTC"
@chuckbluz,Elon's toy fucking blew up is what happened. 😂😂😂,"Apr 20, 2023 · 2:02 PM UTC"
@anel_kljuco,Congradulations ELON 🐶🐕🦮🐩🐕‍🦺🐾🦴,"Apr 20, 2023 · 2:02 PM UTC"
